Serial No.,College Name,Rating,Pros,Cons
886,Vishveshwarya Group of Institutions - [VGI],3.4,I like the nature of faculty members as well because they are the best. | The function organisation in this college is really best and I love it. | I like the nature of faculty members as well because they are the best.,The management system of this college is very bad as they take very much time on small tasks. | The behaviour of some gaurd is very bad and management has to take proper action against them.
887,NIIT University - [NU],3.7,"The course structure is really good with lots of audit courses to choose from and experienced faculty to teach. | There are various companies such as Morgan Stanley, BigBasket, Cognizant, etc., that offer internships at universities with good packages. | The course structure is really good with lots of audit courses to choose from and experienced faculty to teach.","The college does provide internships to people who want to pursue their career as a professor. | The name of the university is built because of its alumni, which I think is the main point this university is missing."
888,CT Group of Institutions,3.8,I like the way of talking of the staff that makes calls | I like the structure of building way the are interconnected | The college affordability and overall programme,Staff. When we go for addmission they talk polietly and after addmision they show their real face | Facilities in hotel management are very less compared to fee
889,ABMSP's Anantrao Pawar College of Engineering & Research - [APCOER],4.0,I liked the teaching faculty more they teach much better than any other.. | And the college also gives the same importance for sports as for studies | Decent campus And a lot of trees and fauna,no cons found
890,Institute of Technology & Management - [ITM],3.3,Faculty members are highly qualified and educated. | Teaching methods of teachers are excellent | Sports Facilities,No social groups or clubs of students to learn new things | Limited number of books and journals in library
891,JCT College of Engineering and Technology,3.3,"Exam structure is also the best way to improve the students and increase the campus for petroleum students. The daily exams will be conducted in college as cycle tests. Prepare for these tests effectively to succeed in semester exams. | Internships are provided from the third year onwards. I am currently a second year student. In fact, our department plans to take us on an industrial visit to the Mysore Sandal Soap oil producing factory. I had a great experience during that visit with my friends. We were given a stipend of about 3750 INR. | Exam structure is also the best way to improve the students and increase the campus for petroleum students. The daily exams will be conducted in college as cycle tests. Prepare for these tests effectively to succeed in semester exams.","You can see squirrels behind the hostel, and they may enter the room at times, which I hate. | The campus is boring after two months because its not wide enough to relax and have some freedom."
892,JIMS Engineering Management Technical Campus- [JEMTEC],4.2,Classrooms are air conditioned which is a great relief during summers | About my college I like the sports activities that they take my actions on games sports and all that was soo good that many student can have skills so they show there skills they show there talents on there . | Classrooms are air conditioned which is a great relief during summers,"Security is not good , anyone can enter the college premises | The college crowd is not good and also the local facilities are a quite"
893,Dhanalakshmi Srinivasan College of Engineering - [DSCE],3.0,"There should be proper knowledge faculty should be arranged | I'm bit of social anxiety person.so there will less interaction with campus | The infrastructure like Laboratories, Desks and benches , staffs punctuality, and different types of extra curricular activities",no cons found
894,Vaigai College of Engineering- [VCE],4.1,Think that I like in vaigai College of engineering is they provide placement opportunity for the student | I like the teaching method in our college . | I like the infrastructure of our college.,Their is no disadvantage in that college
895,Jagannath University,3.9,"Canteen food and its price like chhole bhature | Some of the teachers like Md. Altaf Sir, Kalika Patrai Ma'am, Sushil Sir, Shagun Ma'am | Playground nd classes are devloped nd good",Cordinators (won't take their name). .. | Dogs roaming around parking lot in college
896,Bhopal Institute of Technology & Science - [BITS],2.8,The campus is enormous and very luxurious | All facilities are provided and everyday expenses are very less | Things i liked the most about my college friendly environment among students and faculty's.,Boys is to girls ratio is very uneven around 12:1 | Mess menu doesn't change very much you might get bored of the food.
897,St.Mary's Engineering College - [SMEC],3.6,I learn more reserch activities and helpfull for reaching the goals and activities are communication skills and interview skills are good. | The placements and job opportunities are good and you will get good placements and packages from good companies yes our college provides internship internship is helpfull in improvind practical skills | I learn more reserch activities and helpfull for reaching the goals and activities are communication skills and interview skills are good.,I'm opted for hostel .the hostel infrastructure and facilities are very bad because they are not maintaining the minimum facilities to the students.the food and room cleaning is very bad.
898,Maharishi University of Information Technology -[MUIT],3.5,"Faculty of school of business management is good and supportive in nature | I have heard in many college that students are pressurised for scoring good cgpa but im MUIT , NOIDA the staff was supportive and don’t pressurised you for becoming a BOOKWORM or something like that. They don’t put burden on students. | The staff and teachers are supportive …. they dont put you in stress related to your exams ( sessional and end semester ) they create a supportive atmosphere around students for performing good in your exams .",no cons found
899,Meerut Institute of Technology - [MIT],4.1,"Also, the faculties are really supportive and provide the best guidance so that we can excel. | In my college, Meerut Institute of Technology provides the best internship opportunities with surety and skills. Many companies visit this college from time to time, such as Tata Consultancy Services and Mankind Pharmaceuticals. | Also, the faculties are really supportive and provide the best guidance so that we can excel.","Teachers are well qualified, but there is a lack of teachers in college for respective subjects. | Even for CS and EC branches, placement is low. TCS, Wipro, and UST Global, which used to come on campus, are no longer participating. All students from these branches get their placements through off-campus recruitment."
900,Institute of Technology and Management - [ITM],3.6,My college is a best college any no compare to the words | The campus is excellent all kind of curriculum activities are performed. | My college is a best college any no compare to the words,The rule regulations and the HW and assignment of this college will bad things | The college bus Transport is very poor and seat are damaged
901,VSB College of Engineering Technical Campus,3.9,"Our college has extraordinary infrastructure and hygienic toilets, well ventilated classrooms and well facilitated labs | Our faculties are amazing providing the best teaching and they were taking more efforts for us getting good marks | The infrastructure in our college has only 2 building blocks.","We don't have cultural program in our college in order to be more focus im our studies that will be disliked by everyone | We don't have enough practical sessions, we more focused in theory classes which will be affect our knowledge"
902,Guru Nanak Institutions Technical Campus - [GNITC],4.0,"There is good syllabus designed and each class has projector and facilitated with good labs. | Infrastructure is good , there some rules and regulations in college | There is good syllabus designed and each class has projector and facilitated with good labs.","The enquiry regarding academics,lecturer changes,examination results are very difficult to find | The playground exists but we hardly ever get to go there"
903,Bineswar Brahma Engineering College- [BBEC],3.5,"Teachers are helpful they are also very friendly in nature | The nature and surrounding of the college is pretty good with clan and peaceful environment | Good faculties, extra circular activities",Our college poor infrastructure only 1 academic building having 4 branceh all together | Placement is ver low only few students get offered
904,Rawal Institutions,3.7,I think it was good two years before because i think rawal was only college having two sessionals and one pre university exam which will hold you great for the university exam. | There is good opportunities for placement in the college and all the companies are come for hiring.so there is full chance to place in companies. | I think it was good two years before because i think rawal was only college having two sessionals and one pre university exam which will hold you great for the university exam.,My college internship experience was too bad as they doesn't provide any internship and stipend for the internship so we are done internship from outside source. | I have lot's of bad experiance like the selecters are not capable enough to select but instead of that they select than the capale student can be skipped.
905,Madhyanchal Professional University - [MPU],3.2,I also liked the infrastructure.the college is surrounded by trees and the natural environment is also really good. | MPU has a big campus and beautiful surrounding which i liked so much. | College infrastructure are also too good.,no cons found
906,Yenepoya Institute of Technology - [YIT],4.1,Football ground is good and well maintained and good ambience. | Maintain good discipline in college and good environment. | I like the campus environment and the ambience it gives. It can definitely improve.,"The college is in somewhat mid of the forest ,5km away from city. And 1km away from the highway to college."
907,Sapkal Knowledge Hub - [SKH],no rating found,no pros found,no cons found
908,International School of Engineering - [INSOFE],4.0,no pros found,no cons found
909,Shikshapeeth College of Management and Technology - [SCMT],3.9,I liked the faculties and facilities they provided.,Infrastructure could be more big and sports activities should be increased.
910,Thakur Institute of Aviation Technology - [TIAT],3.4,Infrastructure is very good and all class rooms have AC. | All the instructor are very good and helpful. | Highly experienced and educated faculty makes study easier,College timing from 9 to 5 which is very hectic.
911,BFIT Group of Institutions - [BFIT],3.8,"Our campus life is good , because campus infrastructure is very good | Good arrangement of sitting area which can accommodate a good of students in one go. | Our campus life is good , because campus infrastructure is very good","I did not like collage campus ,because it is very poor infrastructure | And our financial teachers are very bad .because they are not supported to our students"
912,"AVN Institute of Engineering and Technology - [AVNIET], Ibrahimpatnam",3.7,"Events Conducted by college Departments and Hackathons for the Best peoly | The faculty of my cse branch is Very Good, and All are experienced faculty members. | Events Conducted by college Departments and Hackathons for the Best peoly",Syco faculty one of the worst faculty of the Avn college of insects of other college | The distance from city to college is very long as the transportation make hard
913,Amrita Sai Institute of Science and Technology - [ASIST],3.8,We are having advanced faculty members in our college | Course structure is well designed and good | I like the whole campus and i really miss my campus,They won’t allow students to go out from class | They never provide games to students to play
914,Arya College of Engineering,3.8,Management of college is good if you are doing some internships or other work than they appreciate it | Management of college is good if you are doing some internships or other work than they appreciate it | The collage is very strict about studies 75 % attendance is mandatory and this collage takes a lots of pride in its placement department.,I didnt like the rooms of our hostel it is bad | I don't think that there is any thing which is not good
915,Bahubali College of Engineering - [BCE],3.6,"Need more publication for other branch. Like civil and mechanical | The Teaching was good, and faculties were very helpful",Everything is great. Only one thing is language barriers. You should know little local language
916,Bearys Institute of Technology-[BIT],3.9,"I liked the campus of our college since it was located on the topmost area surrounded by hills | I liked the concept of green building used to build out college | Understand us and teach very well, do we have friendly lectures",Staff could be more precisely selected and allocated | Since the college is far from city it was difficult to travel to city
917,Bharat Institute of Technology - [BIT],3.8,The course I chose is very good and mesmerizing. The college lays great emphasis on practical education. | The college provides internships. We have collaborations with Bosch and IBM. The college provides good internships for biotech and chemical industries. They visit my industry. | The course I chose is very good and mesmerizing. The college lays great emphasis on practical education.,"There is no campus placement for MCA at all. Only 2 trainee companies came to our campus, and they are also fake. | There are no placement and job opportunities for MCA, so its a request not to take admission in BIT because its a waste of time and money too."
918,Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,3.5,"The Head of our department arranged and planned the curriculum very well, and everything went in the same manner. | The college internship experience was to complete a project in industry, and we completed a project in BEST under the guidance of the faculty. | The Head of our department arranged and planned the curriculum very well, and everything went in the same manner.","The TPO of our college has a very bad attitude; hence, he is not able to maintain relations with any company, which leads to a lack of opportunities. | No, I have not received any scholarships or loan facilities that were offered by the college."
919,Christ College of Engineering and Technology,3.6,our support to sports and festival function | college canteen is good maintenance and hygiene | The faculty and staff and students that make it a home.,water and infrastructure in college campus | they will not provide proper placement in college
920,Coorg Institute of Technology - [CIT],3.4,no pros found,no cons found
921,Dr. Sivanthi Aditanar College of engineering - [SACOE],3.8,"It has so many labs that are very useful for mainly computer science students | Faculty members are good, lab equipments are available in enough condition. | College atmosphere good for look, fees structure is reasonable",The classrooms could have to be better but it is efficient
922,G. Pullaiah College of Engineering and Technology - [GPCET],3.7,"It was good for all the students because those who are talented will get admissions. The exam structure consists of 160 multiple-choice questions, which we need to fill. Each question carries 1 mark. We have three subjects in the exam: mathematics, physics, and chemistry. | My college prefers the Internshala app to find the best internships, as it offers a wide range of companies that recruit students and provide stipends. | It was good for all the students because those who are talented will get admissions. The exam structure consists of 160 multiple-choice questions, which we need to fill. Each question carries 1 mark. We have three subjects in the exam: mathematics, physics, and chemistry.","There are fewer extracurricular activities in the college. There are fewer grounds for sports. During events, we will regularly try dancing and singing. College opportunities are limited. | If you dont have any college from the afternoon onwards, then you have to eat outside because the food will be worse in the hostel and Im not in the college hostel."
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],4.2,"The course curriculum is decided by the aicte approved vtu, belgaum.first year comprised of the fundamentals we required for the coming three years.the elctives were chosen wisely by our faculties to cope up with the market demand. | Still i am 1st year, so these and all i still didn't come across.but about internship, projects more than student's, faculties are more worried in completion of projects, they encourage us to upgrade our resume by giving information about online courses. | The course curriculum is decided by the aicte approved vtu, belgaum.first year comprised of the fundamentals we required for the coming three years.the elctives were chosen wisely by our faculties to cope up with the market demand.",Heard it from seniors that this college does not provide any internship opportunities to any of the graduates either from this college or from the other colleges.
924,Genba Sopanrao Moze College of Engineering Balewadi,3.3,"Faculty members, and the events which are organised in our college is just beautiful. | The faculties are very nice and Infrastructure is very very good | Faculty members, and the events which are organised in our college is just beautiful.",No college vehicle and canteens in area also bad parking management. | Rude and unsupportive faculty who don't know how to teach students
925,Guru Nanak Dev Engineering College - [GNDEC ],3.4,Collagr experimental lab and other collage activities | Better placements for cs for nba Aggeratade collagr | College campus and faculty and other social activities,no cons found
926,Haryana Engineering College - [HEC],3.8,"Sports meet,annual fest and circular activity | All teachers behaviour about the students",no cons found
927,Holy Mary Institute of Technology and Science -[HITS],3.6,The books and the lab manuals are Good for the semester college provides better | The books and the lab manuals are Good for the semester college provides better | The environment and college structure is great and has good grounds for playing sports,"Fees , the college management are not user-friendly they are rude , any time they want only money"
928,ITS Engineering College,4.3,Also if you are a hosteler you have excess of college ground every time which is best thing. | They have good parking space and have a IEDC lab which develops entrepreneurship. | Also if you are a hosteler you have excess of college ground every time which is best thing.,Nepotism and some egoistic professors who does not listen to students as they should do | Some of the student get very low package of 2.5 lac after paying 6-12 lac as a fee for engineering which is really a bad thing about college.
929,ILM College of Engineering and Technology - [ILMCET],3.4,no pros found,no cons found
930,Indira College of Engineering & Management - [ICEM],3.7,"Each faculty handles 20 students. The faculties are well qualified, and the teaching methods are also awesome. The term exams are conducted on time. | Many companies came to my college, including TCS, Mahindra, Bosch, Capgemini, Bombardier, TATA Communications, and Wipro, offering salaries up to 5Lac/year. | Each faculty handles 20 students. The faculties are well qualified, and the teaching methods are also awesome. The term exams are conducted on time.","There is no good placement; even though they charge Rs 5000 for placements. | I did not opt for any loan. I did it for savings and accordingly, I paid the installment fees on the due date."
931,Indra Ganesan College of Engineering - [IGCENG],2.9,Talented Faculties from every department | Involvement in sports and extra curricular,The amount of homework and assignments may be overwhelming | Tough for students who are not morning people
932,K Ramakrishnan College of Technology - [KRCT],3.5,The placement of my college is good compare to the surrounding colleges. | The college lunch time is 1 hour . I like it | The lunch time fir my college is 1 hour comapred to other colleges.,The faculty members are show partiality to all students
933,Kalam Institute of Technology - [KIT],3.0,"Teachers are very good, and experience. Good class room | College transport facility is very good, and time to time bus available | It's a average clg , i like the the appearance of the clg.","College canteen is very poor, college is | Placement is rare, good campus not coming college"
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],3.8,"Labs are very neat and clean and exams are conducted very strictly so it’s good for us to test our knowledge | Dress code is good as every student should wear suits in campus with different colour for different departments | Infrastructure,class,play area,staff,labs",Infrastructure so bad and some places in college feel like we are abandoned place | Staff are so bad in college not all the staff but mostly all of the staff are so bad and some staff are so good at teaching
935,Karavali Institute of Technology - [KIT],3.7,The supportive teachers who inspiring us everytime with their smiling faces | I got some new friends and I realized the value of the home town | Faculties is very good in karavali. They are very helpful and supporting,I didn't like the way of they treat us during feez payment | No due certificate which is important to our exams
936,L.B.S. College of Engineering - [LBSCEK],3.9,"A good curriculum and an academic year are full of happiness and enjoyment with all my friends. | The college provides internships, and we had done one at Keltron, which was very effective. | A good curriculum and an academic year are full of happiness and enjoyment with all my friends.",The distance between different blocks of the college is too long | Climate is really tragic. During summer it's too hot here
937,Latha Mathavan Engineering College - [LMEC],2.6,no pros found,no cons found
938,Manipur Institute of Technology - [MIT],3.6,"Good interaction with teachers,providing transportation, good environment, good networking, higher earning potential,personal development,promotion opportunity, debelops skills,also provides job securities, extracurricular activities, and academic . | There are many things that i liked in some way college is all about learning new things as we are in technical line it is fun to learn with teachers . | College offers the opportunity to explore various subject and major , helping us discover our passions and interests . As a hostel student , i appreciate the newfound independence and responsibility that comes with living away from home .","Poor infrastructure , poor lab practice, poor washrooms and procrastination and procrastination,poor lab teachers, taking momey to a grest extent ,Semester end in 4months instead of 6 months, Randomly assigned assignment, and last minute assignment"
939,Modern Institute of Technology and Research Centre -[MITRC],3.7,"I chose Btech in computer science because everybody knows that the world is going to be entirely digital nowadays, and besides, computer science has a better scope worldwide. | 1 - Mahindra company is visiting our college and offering us the opportunity to join them. They have provided an internship program and offer the best stipend of around 6000. They also hire many students who perform exceptionally well in the internship. | I chose Btech in computer science because everybody knows that the world is going to be entirely digital nowadays, and besides, computer science has a better scope worldwide.",College is in remote area so you have to take college bus that's increase expenses | Sports activities are very low and occasional
940,Mohandas College of Engineering and Technology - [MCET],3.6,"Overall, the curriculum is not very efficient but it will be great in the future. | All of these projects are very good and provide us with knowledge about the subjects we study. | Overall, the curriculum is not very efficient but it will be great in the future.","Campus placement is only in the fourth year. HCL and TCS companies will conduct campus selection, but they offer very poor rates. | When a program is conducted, there are too many conditions, such as allowing only a few students to attend or allowing program coordinators to participate."
941,Narayana Engineering College - [NEC],3.5,"Environment of college, faculty,and security | Our college is perfectly enhanced with plants | The first thing is the fees . Very low fees and affordable",Nothing like that our college provided good career | Their no real time projects experience in brief details
942,Netaji Subhash Engineering College - [NSEC],3.8,They give their best in teaching and always guide when needed. | There is no attendance policy that is very good if you want to do your gate preparation then this is plus point | They give their best in teaching and always guide when needed.,"The location of college is very bad , it seems like a village | Its Sports facility is very bad as its ground is very small"
943,R.M.K. College of Engineering and Technology - [RMKCET],4.0,"I like the sorroundings very well, wherever u see there will be well maintained trees and ur like having the fresh air. | Teaching will be moderate, there are teachers who support you very well | The main positive thing about the college is the infrastructure and cleanliness over there.The college is is well maintained and top notch.","Strict rules, you should follow the rules strictly | Girls and boys shouldn't talk to each other"
944,RITEE Group of Institutions,3.6,"My parents wanted me to go in for post-graduation. The faculty-student ratio was 1:15. All the faculties were at least post-graduates. Teaching was great; therefore, passing was never an issue. | Our internship was at Mayfair Hotel and Resort in Raipur. Our stipend was 3,000 per month. The staff there were very helpful in explaining the work. | My parents wanted me to go in for post-graduation. The faculty-student ratio was 1:15. All the faculties were at least post-graduates. Teaching was great; therefore, passing was never an issue.","Nobody gave us information about the placements of pharmacy students, not even the previous ones. | A scholarship was offered to the poor students in our college, as well as based on their ranking."
945,Rustamji Institute of Technology - [RJIT],3.6,The best thing is that it is runned by BSF staff which teaches students to respect army | The best thing is it is runned by BSF staff which teaches students to respect army. | The best thing is that it is runned by BSF staff which teaches students to respect army,Assignment and class is lot and we get less time to ourselves | The thing i disliked that some Teachers are partially play politics
946,SRK Institute of Technology,4.0,"Yes, in our college, civil engineering is the branch where we will have the perfect career and the best branch in our college. | If the student gets an internship offer, he will happily request permission from the GCE to take the internship, even though some colleges do not approve internships. | Yes, in our college, civil engineering is the branch where we will have the perfect career and the best branch in our college.","I think the fee structure is neither high nor low. They are providing quality education with average fees. | Coming to sports, there is no ground for the students. I feel very disappointed when I learn about this."
947,SS College of Engineering,3.5,All classes are to good and also smart class | Hostel room is also to good and also AC room available,no cons found
948,Shaheed Udham Singh Engineering College - [SUSEC],4.0,The campus is good and well maintained. Its is very large with a playground. | The faculty is excellent and well trained. The teaching method of faculty members is well and experienced,I didn't like the exam pattern especially the sessional tests.
949,Santhiram Engineering College Nandyal - [SREC],3.5,"I am fully educated in this college. In this college, ECE and CSE are the best branches with excellent faculty, so I suggest joining those courses in this college. It is the best choice for those courses. | $12000 per month for M.Tech students. No stipend for graduates. Internship was not applicable for the college at the time of my graduation. Best college for career. | I am fully educated in this college. In this college, ECE and CSE are the best branches with excellent faculty, so I suggest joining those courses in this college. It is the best choice for those courses.","The course curriculum was provided by JNTU Anantapur University and was not very focused on research. The faculty members are not very experienced, and there are hardly any Ph.D. faculty members. | Though some companies come, they provide very low packages and they may not even give call letters after the placement."
950,Shambhunath Institute of Engineering and Technology - [SIET],3.6,"My opinion about Shambhunath Institute of Engineering and Technology Allahabad is that all the courses have very good faculty members who possess a helpful nature. If you have any doubts, they will guide you. | For an internship, you can choose a company to take the test and go for an internship with a good stipend. The college will always support you from their side. | My opinion about Shambhunath Institute of Engineering and Technology Allahabad is that all the courses have very good faculty members who possess a helpful nature. If you have any doubts, they will guide you.","Not as learning and interactive as IITs, it was boring with mostly theory classes. There was not much sports and fun at all, and too much discipline to follow unnecessary lectures, etc. | The internship was done at ITI (Indian Telephone Industry). No stipend was offered from the college side to any student, nor was any scholarship provided for poor students."
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],3.9,"The college campus is really good give nice environment to students | There are ground for each sports like cricket football volleyball basketball | I like campus and the environment, behaviour.",The location of the college is bad is far from the city near village | Not great teacher except one or two other are just ok
952,Siddhant College of Engineering - [SCOE] Sudumbare,3.1,Less fees compare to other higher city colleges | Better staff compare to other city colleges | The atmosphere of college is good for relaxing,More highly qualified staff is needed... | More campus and internships opportunities should be added
953,Sipna's College of Engineering and Technology,4.0,"The academic enviroment is very supportive for learning ,every class room has a projector | The college provides excellent placement support, Many companies visit the campus student recived the job | The college have best faculty. Everyone are helpful there. Easy to reach location. Senior are too helpful",no cons found
954,Skyline Institute of Engineering and Technology - [SIET],3.4,no pros found,no cons found
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,3.9,Placement are really good in my college and it is the best college for students having 90+ percentage | The campus is to good as there is nature tress every where as you see. | Placement are really good in my college and it is the best college for students having 90+ percentage,I think the behaviour of teachers is slightly rude(According to me). | The attendance policy is very strict. Students with low attendance have to suffer a lot.
956,Smt. Indira Gandhi College of Engineering - [SIGCE],3.2,"There was a good focus on practical learning since most of the practicals were computer-based. | Hexaware, XL Dynamics, and many more companies came. The general stipend was almost 2.5 Lakhs. The placement was not that great but can be improved. The teaching by faculty is also good. | There was a good focus on practical learning since most of the practicals were computer-based.","The course was revised by Mumbai University in 2003, but the college infrastructure was too poor to implement it. | Indira Gandhi CoE does not provide internships and hardly any companies visit for campus interviews."
957,SR University - [SRU],3.9,I like our campus life which provides us best environment for students | Rock garden in sru is very good in summer to sit under he trees to refreshment | I like our campus life which provides us best environment for students,If we want to do any submissions in collage it takes too long because of bad network mean while the session will be completed. | College timings are not good as the college starts from 8:30
958,Sree Chaitanya College of Engineering - [SCCE],4.0,"The teaching of the faculty is very good and understanding in manner. | Things I like is good faculty , their lecture is very good | The teaching of the faculty is very good and understanding in manner.",The usage of the technology in the delivering of the lecture is very very less | There was not much practical knowledge in the students due to lack of labs
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],3.6,"You can choose Mechanical and also EC in this college because EC also has good placement statistics. | Toyota has offered roles in an internship with a stipend. There are many project outcomes to clarify the task and technique, and the projects are better and qualified as excellent and beautiful. | You can choose Mechanical and also EC in this college because EC also has good placement statistics.","Sadly, I was not allowed to attend any of those interviews because, according to the placement management, the cut-off is a minimum of 60-70%, which I did not have. | Placements and job opportunities were not good because there was no placement activity or company information."
960,Sri Muthukumaran Institute of Technology - [SMIT],3.6,They set you free we can able to access lab any time. | If we have doubts we can ask staffs any time | College infrastructure is very good and each department had separate blocks and labs good,Staffs don't come to class regularly as they have any work | Cultural ah sports activities are worst.
961,Srinivasa Ramanujan Institute of Technology - [SRIT],4.0,"The faculty members are very good at teaching, they will adapt better ways to teach lessons to the students and provide the best guidance to all the students throughout the course of education. | Lab Infrastructure was great which improved our skills in practical way | The faculty members are very good at teaching, they will adapt better ways to teach lessons to the students and provide the best guidance to all the students throughout the course of education.",Poor internet and network issues can be faced by staff and students | Poor ventilation and nothing more.Theee are very less things I dislike about our college
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,3.7,"Some teachers are very helpful. Thats it | I got so many friends from that college. | Education, activities, fests, atmosphere, games, sports",Some teachers have separation between students | Campus is very strict and no freedom in their
963,T.J.S. Engineering College,3.7,no pros found,no cons found
964,SRM TRP Engineering College,4.0,"College having the great high class library and lab facilities. | All classroom have the projector for took the practical level classes. | Class rooms,canteen, outside view and library",Good quality is very poor and hostel rooms are not satisfied.
965,Global Institute of Technology and Management - [GITM],3.8,"Faculty - Its also good , supportive and have good teaching skills . | Campus Life - Its great a student can enjoy a day along with study . | Faculty - Its also good , supportive and have good teaching skills .",Mid Semester internships - Unable to provide any internships in final year
966,United Institute of Technology - [UIT],4.1,"There canteen is also good, provide good quality food and also friendly surrounding there. | I liked the environment of my college with is quite ok. | There canteen is also good, provide good quality food and also friendly surrounding there.","Heavy work load for students, as regular classes, exams are conducted without fail. | Canteen area is also quite messy and all food stuffs are also not available"
967,Chhatrapati Shivaji Institute of Technology - [CSIT],3.7,"The course structure is good, and the teachers are also well-qualified. They provide sufficient knowledge to students, and their lab facility is excellent. Additionally, the infrastructure of the college is also good. | We have many projects and as a result, some of our college pass-outs have even started their own company. | The course structure is good, and the teachers are also well-qualified. They provide sufficient knowledge to students, and their lab facility is excellent. Additionally, the infrastructure of the college is also good.",In our college some class rooms are not well maintained and cleanness is not there | College pays more attention towards theoretical classes rather than practicals and real-life project building
968,Panipat Institute of Engineering & Technology - [PIET],4.1,Some of the Teachers are very good but not All ! | Infrastructure is also very good and cleaned that was also the reason i opt this college | Some of the Teachers are very good but not All !,"I think they have to increase stationery as in exam times ,very difficult to purchase any item. | 1st year hod - vinay khatri is very rude and angry women."
969,Sanskar Educational Group - [SEG],4.1,Their teachers are very good they will provide us good education | Good placement in our college all the placed student are happy in their life. | Their teachers are very good they will provide us good education,Sometimes day will hectic so boring 8 lecture in a day | Fees stucture is not good for not for all like for my conditions
970,Usha Rama College of Engineering and Technology - [URCE],3.5,Information technology is one of the best courses at Usha Rama College of Engineering and Technology. | My internship is very good. My project is networking and data warehouse concepts. The duration of my internship is 8 months. I have gained very good experience and knowledge. | Information technology is one of the best courses at Usha Rama College of Engineering and Technology.,"The examination structure was really secure, and as we are affiliated with the JNTU Kakinada University, we follow their examination structure. | The placement situation at our college is the worst part. They take money but dont organize any placement drives. Moreover, those who come for placements dont consider students talent. They only focus on appearances and make decisions accordingly."
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],4.0,"The course curriculum is the best, as I reckon, as we enjoy the journey of our course, as it is much more delightful. | Vidya Vikas Engineering and Technology provides internships for engineering students. I have attended two internships so far, and they were awesome. | The course curriculum is the best, as I reckon, as we enjoy the journey of our course, as it is much more delightful.","The internship opportunities are not provided in the college as the cost does not permit the students to take up any internships due to a very heavy syllabus that has to be completed. | We struggled a lot after graduating as we had to go to Bangalore to hunt for jobs. The year 2002 was just after a recession, so technology jobs were hard to come by."
972,Indus International University - [IIU],3.4,no pros found,no cons found
973,Yamuna Group Of Institutions - [YGI],3.5,no pros found,no cons found
974,Amiraj College of Engineering and Technology- [ACET],3.9,My college infrastructure is very good and big campus and canteen food is osomf and with low price | Good colavration with our faculty and giving loots of knowledge regarding our subject,Transportion facility is not good specially in rural area like sanand | Also the festival not done in our college so there no enjoy ment
975,Annamacharya Institute of Technology and Sciences - [AITS],4.2,I like the infrastructure in our college which is best one | The environment of the college is so good that the student would like to go in | I like the infrastructure in our college which is best one,I don't like that when it's is raining that has to be very bad to came college on college | In every course some subject faculty are not good at subject.
976,Jai Narain College of Technology & Science - [JNCTS],2.9,I like my College Bathroom more then my classroom | If you want to take placement in good company make sure you want Good seniors Those guidance you | Technical labs are really amazing with wifi facility,I don’t like college classes because there are very cheap students | College don’t gives us uniform even they took money from us
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],4.4,Placements were excellent and the reason i came to this college. | Encouragement for making students to participate in contest or sports is very good. | Placements were excellent and the reason i came to this college.,The canteen is small which is inconvenient to students at the time of lunch | If we didn't perform well they will complaint to parents as a student I don't like that.
978,Jhulelal Institute of Technology - [JIT],3.8,Jhulelal institute of technology lonara college are very good for studying. This college environment are very good and healthy for education and learning new things. College faculties are very well educated and experienced and they very helpful. | Academic Courses and Value added course provided in between the regular classes | College Campus is good and clean.,The college canteen are not good and unhealthy.In canteen there are no healthy food for students and there environment are also not good. After canteen the fees for the course for that particular course are high
979,MIC College of Technology,3.8,"Its a nice one with good infrastructure and all facilities, and good surroundings with good lectures. I had a great time with them, even though we celebrated a fest last year. Thats the one I had in my college. | The college will provide internships for good students and will also train and guide them for the internships. | Its a nice one with good infrastructure and all facilities, and good surroundings with good lectures. I had a great time with them, even though we celebrated a fest last year. Thats the one I had in my college.","Placements are very poor every year, but our placement cell always tries to bring companies with their methods"
980,Guru Nanak Institute of Technology - [GNIT],4.3,"The college has a wonderful campus including fully furnished labs, classrooms, and library. | The placement in CSE/IT is really very good, and almost all the students get placed well, though I am a CSE student | The college has a wonderful campus including fully furnished labs, classrooms, and library.","I have nothing bad to say, but I would rate my college as 8.5 out of 10.0. | 1st dislike reason is fest are not in a one year is so disappointing."
981,KJ Institute of Engineering and Technology - [KJIT],3.9,All the faculties are good. Behaviour of the faculties are good.. The respect the students and students are also give the respect to teachers. | Teaching thought by the all faculty and Sport activities in every days also good. I have enjoyed all of this.,Canteen is nice looking and very Build in perfect area..but not food. Very bad food given by the canteens. | Collage Management and Admin very crucial.
982,"Solamalai College of Engineering, Veerapanjan",2.9,Good Pleasent places and good education. | It is near to my home town so traveling was easy | Fees is too low and scholarship are available,"There, on campus possibilities was very less"
