Serial No.,College Name,Course,Fees,Eligibility,Application Date
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"B.Tech
6 Courses","96,400 (1st Year Fees)",10+2 + JEE Main,24 May - 14 Jun 2024
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"B.Tech {Lateral}
6 Courses","96,400 (1st Year Fees)",Diploma,-
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"B.Voc
5 Courses","85,400 (1st Year Fees)",10+2,-
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"MBA
1 Course","96,400 (1st Year Fees)",Graduation,-
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"M.Tech
4 Courses","96,400 (1st Year Fees)",B.Tech with 55% + GATE,-
661,Bangalore College of Engineering and Technology-[BCET],"BE
7 Courses","50,000 - 4.17 Lakhs (1st Year Fees)",10+2,24 May - 17 Jun 2024
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech
8 Courses","94,750 (1st Year Fees)",10+2 with 45% + JEE Main,28 Dec - 27 Jan 2024
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech {Lateral}
7 Courses","94,750 (1st Year Fees)",Diploma in Engg.,-
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Sc
3 Courses","58,200 - 77,700 (1st Year Fees)",10+2,-
662,Bankura Unnayani Institute of Engineering - [BUIE],"BCA
1 Course","58,200 (1st Year Fees)",10+2,-
662,Bankura Unnayani Institute of Engineering - [BUIE],"M.Tech
2 Courses","55,000 (1st Year Fees)",Pass in Graduation + GATE,-
663,Chadalawada Ramanamma Engineering College - [CREC],"B.Tech
8 Courses","57,750 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
663,Chadalawada Ramanamma Engineering College - [CREC],"Polytechnic
2 Courses","75,000 (Total Fees)",10th,20 Feb - 10 Apr 2024
663,Chadalawada Ramanamma Engineering College - [CREC],"MBA
1 Course","47,600 (1st Year Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
663,Chadalawada Ramanamma Engineering College - [CREC],"M.Tech
4 Courses","51,700 (1st Year Fees)",Pass in Graduation + GATE,23 Mar - 12 May 2024
663,Chadalawada Ramanamma Engineering College - [CREC],MCA,"40,000 (1st Year Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
664,Chettinad College of Engineering and Technology - [CCET],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
664,Chettinad College of Engineering and Technology - [CCET],"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
664,Chettinad College of Engineering and Technology - [CCET],"MBA
5 Courses","41,000 (Total Fees)",Pass in Graduation + CAT,10 Jan - 15 Feb 2024
664,Chettinad College of Engineering and Technology - [CCET],"ME
1 Course","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
665,"College of Engineering And Management, Kolaghat","B.Tech
6 Courses",1.56 Lakhs (1st Year Fees),10+2 with 45% + JEE Main,28 Dec - 27 Jan 2024
665,"College of Engineering And Management, Kolaghat","B.Tech {Lateral}
6 Courses",1.52 Lakhs (1st Year Fees),10+3,-
665,"College of Engineering And Management, Kolaghat","M.Tech
1 Course","56,600 (1st Year Fees)",Graduation,-
666,DAV Institute of Engineering and Technology - [DAVIET],"B.Tech
6 Courses","98,800 (1st Year Fees)",10+2 with 45%,24 May - 14 Jun 2024
666,DAV Institute of Engineering and Technology - [DAVIET],"BCA
1 Course","49,800 (1st Year Fees)",10+2,-
666,DAV Institute of Engineering and Technology - [DAVIET],"MBA
1 Course","98,800 (1st Year Fees)",Graduation with 50%,-
666,DAV Institute of Engineering and Technology - [DAVIET],"BBA
1 Course","49,800 (1st Year Fees)",10+2,-
666,DAV Institute of Engineering and Technology - [DAVIET],"B.Tech {Lateral}
6 Courses","98,800 (1st Year Fees)",Diploma with 45%,-
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"BE
11 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"B.Tech
6 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"ME
6 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"MBA
4 Courses","41,000 (Total Fees)",Graduation with 50% + TANCET,10 June - 04 Jul 2024
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],MCA,"41,000 (Total Fees)",Graduation with 50% + TANCET,10 June - 04 Jul 2024
668,Ellenki College of Engineering and Technology - [ECET],"B.Tech
8 Courses","60,000 (1st Year Fees)",10+2 with TSEAMCET,3 Mar - 02 May 2024
668,Ellenki College of Engineering and Technology - [ECET],"Polytechnic
5 Courses","15,000 (1st Year Fees)",10th with 40%,16 Jan - 26 Apr 2024
668,Ellenki College of Engineering and Technology - [ECET],"M.Tech
5 Courses","57,000 (1st Year Fees)",Graduation with 50%,-
668,Ellenki College of Engineering and Technology - [ECET],"MBA
1 Course","45,000 (1st Year Fees)",Graduation with 50%,7 Mar - 30 Apr 2024
668,Ellenki College of Engineering and Technology - [ECET],"B.Tech {Lateral}
7 Courses","60,000 (1st Year Fees)",10+2 with TSEAMCET,-
669,GKM College of Engineering and Technology - [GKMCET],"BE
9 Courses","50,000 - 2.5 Lakhs (1st Year Fees)",10+2,6 May - 11 Jun 2024
669,GKM College of Engineering and Technology - [GKMCET],"BE {Lateral}
8 Courses","50,000 - 2.5 Lakhs (1st Year Fees)",10+3,-
669,GKM College of Engineering and Technology - [GKMCET],"M.E
12 Courses",1.5 Lakhs (1st Year Fees),Graduation,15 Apr - 14 May 2024
669,GKM College of Engineering and Technology - [GKMCET],"MBA
5 Courses","90,000 (1st Year Fees)",Graduation,10 June - 04 Jul 2024
669,GKM College of Engineering and Technology - [GKMCET],"M.Tech
1 Course",1.5 Lakhs (1st Year Fees),Graduation,15 Apr - 14 May 2024
670,G L Bajaj Institute of Technology and Management,"B.Tech
11 Courses","61,200 - 2.4 Lakhs (1st Year Fees)",10+2+UPTAC,11 June - 30 Jul 2024
670,G L Bajaj Institute of Technology and Management,"MBA
2 Courses","66,500 (1st Year Fees)",Graduation,13 Mar - 10 Jul 2024
670,G L Bajaj Institute of Technology and Management,"B.Tech {Lateral}
10 Courses","61,200 (1st Year Fees)",Diploma+UPTAC,-
670,G L Bajaj Institute of Technology and Management,"M.Tech
1 Course","64,000 (1st Year Fees)",Graduation,-
670,G L Bajaj Institute of Technology and Management,MCA,"61,200 (1st Year Fees)",Graduation,19 June - 10 Jul 2024
671,Karpagam Institute of Technology,"B.Tech
2 Courses","50,000 (1st Year Fees)",10+2,6 May - 11 Jun 2024
671,Karpagam Institute of Technology,"BE
4 Courses","50,000 (1st Year Fees)",10+2,6 May - 11 Jun 2024
672,Kongunadu College of Engineering and Technology - [KNCET],"BE
7 Courses","55,000 (1st Year Fees)",10+2,6 May - 11 Jun 2024
672,Kongunadu College of Engineering and Technology - [KNCET],"B.Tech
3 Courses","55,000 (1st Year Fees)",10+2,6 May - 11 Jun 2024
672,Kongunadu College of Engineering and Technology - [KNCET],"ME
2 Courses","50,000 (1st Year Fees)",Graduation,15 Apr - 14 May 2024
673,MBM Engineering College - [MBM],"BE
14 Courses","50,500 - 80,500 (1st Year Fees)",10+2 with 75% + JEE Main,no data found
673,MBM Engineering College - [MBM],"Ph.D
8 Courses","76,200 (1st Year Fees)",Post Graduation,no data found
673,MBM Engineering College - [MBM],"ME
15 Courses","52,500 - 82,500 (1st Year Fees)",Graduation with 50% + GATE,no data found
673,MBM Engineering College - [MBM],B.Arch,"77,500 (1st Year Fees)",10+2 with 50% + JEE Main,no data found
673,MBM Engineering College - [MBM],B.Plan,"77,500 (1st Year Fees)",10+2 with 50%,no data found
674,Mookambigai College of Engineering,"B.Tech
2 Courses","50,000 - 2 Lakhs (Total Fees)",10+2,6 May - 11 Jun 2024
674,Mookambigai College of Engineering,"BE
6 Courses","50,000 (1st Year Fees)",10+2,6 May - 11 Jun 2024
674,Mookambigai College of Engineering,"ME
3 Courses","50,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
675,Ponjesly College of Engineering - [PCE],"BE
7 Courses",2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
675,Ponjesly College of Engineering - [PCE],"B.Tech
1 Course",2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
675,Ponjesly College of Engineering - [PCE],"ME
6 Courses","50,000 (Total Fees)",Graduation,-
675,Ponjesly College of Engineering - [PCE],"MBA
1 Course","35,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,"B.Tech
9 Courses",5.02 Lakhs (Total Fees),10+2,17 Mar - 31 Jul 2024
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,"Polytechnic
5 Courses","91,850 (1st Year Fees)",10th,-
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,"MBA
5 Courses",1.8 Lakhs (1st Year Fees),Graduation,-
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,"B.Tech {Lateral}
8 Courses",4.02 Lakhs (Total Fees),10+3,-
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,"M.Tech
2 Courses","80,000 (1st Year Fees)",Graduation,-
677,Ramachandra College of Engineering - [RCE],"B.Tech
9 Courses","50,490 (1st Year Fees)",10+2 + EAMCET,11 Mar - 25 Jul 2024
677,Ramachandra College of Engineering - [RCE],"MBA
1 Course","35,000 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
677,Ramachandra College of Engineering - [RCE],"M.Tech
5 Courses","60,500 (1st Year Fees)",Graduation + ICET,23 Mar - 12 May 2024
678,Roorkee Institute of Technology - [RIT],"B.Tech
6 Courses",1.1 Lakhs - 1.3 Lakhs (1st Year Fees),10+2,31 Aug 2024
678,Roorkee Institute of Technology - [RIT],"B.Sc
3 Courses","57,500 (1st Year Fees)",10+2,31 Aug 2024
678,Roorkee Institute of Technology - [RIT],"MBA
9 Courses",1.65 Lakhs (1st Year Fees),Graduation,31 Aug 2024
678,Roorkee Institute of Technology - [RIT],"BCA
1 Course","65,000 (1st Year Fees)",10+2,-
678,Roorkee Institute of Technology - [RIT],"MCA
1 Course",1.05 Lakhs (1st Year Fees),Graduation,31 Aug 2024
679,SCMS School of Engineering and Technology [SSET],"B.Tech
10 Courses",1.04 Lakhs - 1.29 Lakhs (1st Year Fees),10+2,17 Mar - 31 Jul 2024
679,SCMS School of Engineering and Technology [SSET],"M.Tech
6 Courses","47,625 - 87,625 (1st Year Fees)",Pass in Graduation,-
679,SCMS School of Engineering and Technology [SSET],B.Tech {Lateral},1.3 Lakhs (1st Year Fees),10+3,-
679,SCMS School of Engineering and Technology [SSET],MCA,1.01 Lakhs (1st Year Fees),Graduation,-
680,SIES Graduate School of Technology - [SIES-GST],"BE
8 Courses",1.34 Lakhs (1st Year Fees),10+2 with 75% + JEE Main,16 Jan - 28 Jul 2024
680,SIES Graduate School of Technology - [SIES-GST],"BE {Lateral}
6 Courses",1.35 Lakhs (1st Year Fees),10+3 with 75% + JEE Main,-
680,SIES Graduate School of Technology - [SIES-GST],"B.Tech
1 Course",1.35 Lakhs (1st Year Fees),10+3 with 75% + JEE Main,16 Jan - 28 Jul 2024
680,SIES Graduate School of Technology - [SIES-GST],"ME
2 Courses","94,425 (1st Year Fees)",Graduation,9 July - 29 Jul 2024
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,"BE
3 Courses",1.25 Lakhs (1st Year Fees),10+2 with 75% + JEE Main,16 Jan - 28 Jul 2024
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,"BE {Lateral}
3 Courses",1.25 Lakhs (1st Year Fees),10+3 with 75% + JEE Main,-
682,Sapthagiri NPS University,"BE
8 Courses",4 Lakhs - 9.77 Lakhs (Total Fees),10+2 with 45% + JEE Main,24 May - 17 Jun 2024
682,Sapthagiri NPS University,"B.Tech
9 Courses",2 Lakhs - 2.5 Lakhs (Total Fees),10+2,24 May - 17 Jun 2024
682,Sapthagiri NPS University,"MBA
11 Courses",1.28 Lakhs (Total Fees),Graduation,-
682,Sapthagiri NPS University,"BBA
8 Courses",1 Lakh (1st Year Fees),10+2,-
682,Sapthagiri NPS University,"B.Com
5 Courses","90,000 (1st Year Fees)",10+2,-
683,Saroj Institute of Technology and Management - [SITM],"B.Tech
12 Courses",3.4 Lakhs (Total Fees),10+2 with 45%,11 June - 30 Jul 2024
683,Saroj Institute of Technology and Management - [SITM],"Polytechnic
4 Courses",1.2 Lakhs (Total Fees),10th,-
683,Saroj Institute of Technology and Management - [SITM],"M.Pharm
4 Courses",2.2 Lakhs (Total Fees),B.Pharm.,-
683,Saroj Institute of Technology and Management - [SITM],"M.Tech
4 Courses",1.2 Lakhs (Total Fees),Graduation,-
683,Saroj Institute of Technology and Management - [SITM],"MBA
5 Courses",1.2 Lakhs (Total Fees),Graduation,19 June - 10 Jul 2024
684,Sasurie College of Engineering - [SCE],"BE
8 Courses",2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
684,Sasurie College of Engineering - [SCE],"B.Tech
1 Course",2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
684,Sasurie College of Engineering - [SCE],"BE {Lateral}
6 Courses",1.6 Lakhs (Total Fees),10+3 with 50% + TNEA,-
684,Sasurie College of Engineering - [SCE],"MBA
3 Courses","35,000 (Total Fees)",Graduation with 50% + MAT,10 June - 04 Jul 2024
684,Sasurie College of Engineering - [SCE],"ME
4 Courses","50,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
685,Selvam College of Technology - [SCT],"BE
6 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
685,Selvam College of Technology - [SCT],"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
685,Selvam College of Technology - [SCT],"ME
4 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
685,Selvam College of Technology - [SCT],"B.Tech {Lateral}
2 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
685,Selvam College of Technology - [SCT],"BE {Lateral}
6 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
686,Shivalik College of Engineering - [SCE],"B.Tech
4 Courses",1.04 Lakhs (1st Year Fees),10+2 with 45%,no data found
686,Shivalik College of Engineering - [SCE],"Polytechnic
3 Courses","42,000 (1st Year Fees)",10th with 50%,no data found
686,Shivalik College of Engineering - [SCE],"B.Tech {Lateral}
4 Courses",1.04 Lakhs (1st Year Fees),Diploma/ B.Sc with 50%,no data found
686,Shivalik College of Engineering - [SCE],"B.Tech {Hons.}
6 Courses",1.04 Lakhs (1st Year Fees),10+2 with 45%,no data found
687,Silver Oak College of Engineering and Technology - [SOCET],"B.Tech
12 Courses","78,000 (1st Year Fees)",10+2 with 45% + GUJCET,1 Apr - 03 Jul 2024
687,Silver Oak College of Engineering and Technology - [SOCET],"M.Tech
7 Courses","90,000 (1st Year Fees)",BE/ B.Tech with 50%,20 June - 01 Jul 2024
687,Silver Oak College of Engineering and Technology - [SOCET],"Polytechnic
7 Courses","78,000 (1st Year Fees)",10nth,-
687,Silver Oak College of Engineering and Technology - [SOCET],"Diploma
1 Course","78,000 (1st Year Fees)",10nth,-
687,Silver Oak College of Engineering and Technology - [SOCET],"PG Diploma
1 Course",1.2 Lakhs (Total Fees),Graduation,-
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE
8 Courses",1.38 Lakhs (1st Year Fees),10+2,16 Jan - 28 Jul 2024
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE {Lateral}
8 Courses",1.36 Lakhs (1st Year Fees),10 + 3,-
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"MBA
1 Course",1.49 Lakhs (1st Year Fees),Graduation + MAH MBA CET,11 Jan - 27 Jul 2024
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"ME
14 Courses",1.03 Lakhs (1st Year Fees),Pass in Graduation,9 July - 29 Jul 2024
689,Sree Buddha College of Engineering Pattoor - [SBCE],no data found,no data found,no data found,no data found
